 ano_dados | id_deputado |                        nome                         |         eixo_maior          | votos_sim | votos_nao | abstencoes | votos_total 
      2023 |      178882 | ANDRE LUIZ CARVALHO RIBEIRO                         | Ambiental e energetico      |         5 |         1 |          0 |           6
      2026 |      178882 | ANDRE LUIZ CARVALHO RIBEIRO                         | Ambiental e energetico      |         2 |         3 |          0 |           5
      2026 |      178882 | ANDRE LUIZ CARVALHO RIBEIRO                         | Cultura e sociedade         |         6 |         3 |          0 |           9
      2023 |      178882 | ANDRE LUIZ CARVALHO RIBEIRO                         | Economico                   |        23 |        16 |          0 |          39
      2026 |      178882 | ANDRE LUIZ CARVALHO RIBEIRO                         | Economico                   |        10 |         6 |          0 |          16
      2023 |      178882 | ANDRE LUIZ CARVALHO RIBEIRO                         | Institucional e juridico    |         6 |         3 |          0 |           9
      2026 |      178882 | ANDRE LUIZ CARVALHO RIBEIRO                         | Institucional e juridico    |         9 |         5 |          0 |          14
      2023 |      178882 | ANDRE LUIZ CARVALHO RIBEIRO                         | Seguranca                   |         1 |         0 |          0 |           1
      2024 |      178882 | ANDRE LUIZ CARVALHO RIBEIRO                         | Seguranca                   |         0 |         1 |          0 |           1
      2026 |      178882 | ANDRE LUIZ CARVALHO RIBEIRO                         | Seguranca                   |         0 |         1 |          0 |           1
      2023 |      178882 | ANDRE LUIZ CARVALHO RIBEIRO                         | Social                      |         2 |         1 |          0 |           3
      2026 |      178882 | ANDRE LUIZ CARVALHO RIBEIRO                         | Social                      |         0 |         2 |          0 |           2
      2023 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Ambiental e energetico      |         8 |        11 |          0 |          19
      2024 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Ambiental e energetico      |        25 |        22 |          0 |          47
      2025 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Ambiental e energetico      |        25 |        24 |          0 |          49
      2026 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Ambiental e energetico      |         7 |         6 |          0 |          13
      2023 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Cultura e sociedade         |         7 |        12 |          0 |          19
      2024 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Cultura e sociedade         |         0 |         3 |          0 |           3
      2025 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Cultura e sociedade         |        23 |        21 |          0 |          44
      2026 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Cultura e sociedade         |         9 |         3 |          0 |          12
      2023 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Economico                   |        77 |        69 |          0 |         146
      2024 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Economico                   |        90 |        88 |          0 |         178
      2025 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Economico                   |        57 |        46 |          0 |         103
      2026 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Economico                   |        22 |        14 |          0 |          36
      2023 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Infraestrutura e tecnologia |        10 |        13 |          0 |          23
      2024 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Infraestrutura e tecnologia |        15 |         9 |          0 |          24
      2025 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Infraestrutura e tecnologia |        11 |        13 |          0 |          24
      2023 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Institucional e juridico    |        20 |        20 |          0 |          40
      2024 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Institucional e juridico    |        36 |        33 |          0 |          69
      2025 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Institucional e juridico    |        64 |        74 |          0 |         138
      2026 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Institucional e juridico    |        19 |        15 |          0 |          34
      2023 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Internacional               |         1 |         7 |          0 |           8
      2024 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Internacional               |         2 |         4 |          0 |           6
      2025 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Internacional               |         3 |         6 |          0 |           9
      2026 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Internacional               |         2 |         1 |          0 |           3
      2023 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Seguranca                   |         5 |         3 |          0 |           8
      2024 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Seguranca                   |        17 |        18 |          0 |          35
      2025 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Seguranca                   |        14 |        19 |          0 |          33
      2026 |      133439 | ANDRÉ PEIXOTO FIGUEIREDO LIMA                       | Seguranca                   |         1 |        11 |          0 |          12
